sgRNA1_ID	sgRNA2_ID	PILOT_100X_D14_WT	PILOT_500X_D14_WT	PILOT_PCR500X_D14_WT	PILOT_100X_D14_M6	PILOT_500X_D14_M6	PILOT_PCR500X_D14_M6	PILOT_100X_D14_M7	PILOT_500X_D14_M7	PILOT_PCR500X_D14_M7
934682764	CTRL00107	-3.26949334	-3.460514877	-3.40410563	-4.194931932	-4.723787529	-3.702876734	-3.49020112	-3.381816666	-4.378620686
1178552328	CTRL00975	-1.579423925	-0.851000089	-0.320121462	-0.681493274	-0.638580559	-0.506910347	-0.994845835	-0.854378716	-1.118677203
1178552331	CTRL00975	-2.131918454	-0.949589559	-0.608932769	-1.582878641	-1.211492908	-0.754771498	-1.409931247	-1.036680145	-1.030473072
948323334	CTRL00221	0.453390431	0.475147595	0.640879769	-1.040844797	-0.860753053	-1.213077872	-1.11204695	-1.143105491	-1.524823682
948323342	CTRL00221	-0.291803324	-0.422592892	-0.706856744	-1.086156522	-0.473127614	-0.670438642	-0.441616475	-0.600132014	-0.647113079
1136204684	CTRL00821	-1.993035585	-1.955425429	-1.836840781	-1.95258291	-1.999971321	-2.092438506	-1.399857466	-1.525380745	-1.272126245
1136204884	CTRL00821	-1.037301454	-1.039880931	-1.026099767	-1.113126341	-1.232621676	-1.712318728	-0.478471379	-0.921022202	-0.765284952
927945556	CTRL00517	-0.902584431	-0.715447057	-0.60188039	-1.16426031	-1.433851685	-1.470856262	-0.515742997	-0.878883128	-1.426582467
927945562	CTRL00517	0.701425004	0.880005307	0.878101283	0.212704902	0.511184722	0.501603672	0.521912844	0.869290933	0.535041221
1003314729	CTRL00312	-0.213011995	-0.043305567	-0.200147965	-0.458507778	-0.346297209	-0.640231629	-0.319648985	-0.093647837	-0.710428741
1003314971	CTRL00312	-0.800977339	-1.050471344	-0.843592214	-1.112895278	-1.142161079	-1.649052252	-1.404826807	-1.372690661	-1.702918383
1079042907	CTRL00628	0.239076564	0.815055812	0.508413319	-1.849898529	-1.801863649	-1.898640522	-1.081842243	-1.907357882	-1.949877738
1079042908	CTRL00628	-2.655493458	-2.245252448	-1.946288253	-4.731900919	-3.501640932	-3.974072177	-2.122797585	-2.198966615	-2.081974933
1166839554	CTRL00022	0.140039613	-0.29238899	0.002798248	-2.394116303	-2.354112011	-2.754735866	-2.883469656	-2.300893931	-2.381899372
1166839561	CTRL00022	0.257375623	0.210585801	-0.158725844	-2.999946863	-2.71701596	-3.041653264	0	0	0
927979829	CTRL00478	-2.687177555	-2.739957996	-3.046362744	-3.865561835	-3.546603416	-3.345143837	-3.206765597	-3.071190983	-3.059238166
927979824	CTRL00478	-2.284562464	-2.080573118	-2.381140413	-3.366813267	-3.097900815	-3.36165408	-2.777191068	-2.393680498	-2.524690262
1135002027	CTRL01004	-1.200639696	-1.472633082	-1.296713133	-1.862003013	-2.009711995	-1.796728205	-1.608870715	-1.036355577	-1.182857072
1135002030	CTRL01004	-1.297698744	-1.468609894	-1.610560622	-1.366446404	-1.492851231	-2.352169981	-1.167483227	-0.927502157	-0.736445971
1114519383	CTRL00095	0.627687097	0.727373904	0.894160396	-1.379724689	-1.673106633	-2.150832538	-1.273003774	-1.192524492	-1.505029188
1114519124	CTRL00095	1.049470049	1.040581109	1.15250159	-0.880677753	-0.463674419	-0.42186156	0.500787498	0.204965399	0.554184816
1168720548	CTRL00883	0.83381159	1.126678216	0.900335449	-0.282211754	-0.351715692	-0.357984969	0.677218242	0.641955347	0.673723923
1168720550	CTRL00883	1.256838125	1.325420745	1.427277418	-0.079315822	-0.53646844	-0.847425381	0.35533924	0.438796475	0.454994639
1103391995	CTRL00549	-1.895707079	-1.791151165	-1.476210451	-1.587063352	-2.200192815	-1.940565531	-1.606453722	-1.886064013	-2.011572846
1103391998	CTRL00549	-1.290755792	-1.76327338	-1.637426005	-1.90435357	-2.106706533	-2.185507513	-2.056722387	-1.719615676	-2.24085691
1103492748	CTRL00152	-4.029323395	-2.985864842	-2.831772365	-5.920936664	-3.359138227	-3.608049223	-2.225615213	-3.001477531	-3.874059373
1103492289	CTRL00152	-0.706202713	-1.012039383	-0.868410056	-3.652014332	-2.892891993	-2.893061292	-2.786764365	-1.778443471	-2.12122571
1117686426	CTRL00663	-2.615705519	-3.03135408	-3.114207914	-2.519297979	-3.195663742	-4.806490145	-2.487082496	-2.237794101	-3.040536774
1117687604	CTRL00663	-1.914611651	-1.631184614	-2.167582075	-2.122894752	-2.466092911	-2.402297603	0.77614332	1.086893583	0.840282644
914679091	CTRL00667	-2.517856279	-3.163884838	-2.81269073	-2.053817493	-3.242872632	-3.946074844	-2.529397379	-2.799065201	-3.314019862
914679101	CTRL00667	-2.85474145	-2.649562736	-3.824326631	-4.455944566	-4.222429573	-4.793221288	-4.430543516	-3.035783686	-2.451971302
1128103975	CTRL00377	-0.724578248	-0.918381577	-1.226505321	-0.681663898	-0.881773799	-1.323373591	-1.060140444	-1.216151475	-0.915610709
1128103968	CTRL00377	-0.42342425	-0.652206311	-0.786589923	-0.617226794	-0.618568264	-0.80446503	-0.708783993	-0.798039641	-0.929479407
1142729684	CTRL00259	-3.038002202	-2.764384563	-3.669259661	-2.920670606	-3.144663102	-3.472783051	-2.684366922	-2.030970591	-2.502900005
1142733077	CTRL00259	-2.413054389	-1.401504739	-1.541318869	-1.584794698	-1.503224265	-1.338810875	-1.807376916	-1.422164223	-1.309494947
1114284803	CTRL00860	0.138614329	0.092486408	-0.252379978	-1.179612645	-1.477600177	-1.975775445	-0.947778346	-1.084842595	-0.769609235
1114282995	CTRL00860	-0.670715965	-0.718053919	-0.705058148	-0.663785384	-1.171031344	-1.258011418	-0.415073398	-0.520752663	-0.406850234
1083232399	CTRL00582	-1.976352229	-1.354251939	-1.220041811	-1.452954079	-1.416314961	-1.602561517	-1.247470541	-1.294930188	-1.267340009
1083231249	CTRL00582	-1.24846989	-1.331236936	-0.924414902	-1.771947341	-2.174012602	-2.53795433	2.472973712	0	0
1143149331	CTRL00162	-1.665331182	-1.857582643	-1.705476297	-3.010639872	-2.883726473	-2.336856609	-2.177226617	-2.727042024	-2.797291008
1143149328	CTRL00162	-1.540285632	-1.441131452	-1.178597978	-2.485097044	-2.346535165	-2.152658647	-2.00437751	-2.120261045	-1.84664781
1167355958	CTRL00771	-3.737830399	-2.740211336	-3.14140926	-2.931051156	-3.208849278	-2.860716861	-2.710497896	-2.247669812	-2.279043959
1167356440	CTRL00771	-2.293936306	-2.348409552	-2.785413335	-2.588331523	-2.135072545	-2.474916574	-1.746177369	-1.868995633	-1.791953812
1060598305	CTRL00601	-1.020893465	-1.551677594	-2.329115272	-2.260144737	-1.667494439	-1.453189556	-1.449462751	-1.43164468	-1.612080779
1060597670	CTRL00601	-0.495168247	-0.515753035	-0.484573435	-0.960426786	-0.956535507	-0.978956357	-1.854469863	-1.085736794	-0.460157718
1163533113	CTRL00519	-2.468987233	-1.708360348	-2.111319013	-3.465399143	-2.933093186	-3.150537431	-2.120890602	-2.828795766	-3.729897015
1163533258	CTRL00519	-1.67227634	-1.570290432	-1.584313548	-2.115232754	-2.665655092	-2.776749894	-3.631224669	-1.907330568	-2.223763898
936934128	CTRL00798	-1.763052068	-1.688035674	-2.023064103	-3.433727252	-2.089097394	-3.660896354	-2.266591652	-2.472674333	-3.136936986
936933950	CTRL00798	-0.321470807	-0.496363858	-0.478722856	-1.0112367	-0.779045967	-0.727394794	-0.66000541	-0.37823911	-0.6742344
1092264167	CTRL00560	-2.684915961	-3.509677744	-2.868889215	-3.646217448	-2.636448562	-3.389798557	-4.36478843	-2.864501664	-4.614335651
1092264173	CTRL00560	-2.340791538	-2.656456188	-2.370589415	-2.822488085	-3.084200671	-2.933241346	-3.022227192	-2.831594089	-2.774429606
1042858714	CTRL00211	-3.713301742	-2.830491235	-2.913756969	-4.347791012	-3.854397585	-5.338422019	-2.471968596	-3.496688768	-4.114094601
1042858566	CTRL00211	-2.684754033	-1.376148206	-1.650999988	-4.351599514	-4.023566178	-3.206900066	-3.868997091	-2.312104421	-4.281262504
1031162765	CTRL00425	0.487855153	0.529150852	0.726452992	-0.895352332	-1.212669446	-0.996282468	-1.900529996	-1.225683466	-1.387579277
1143587407	CTRL00425	0.129208182	0.382192205	0.547660503	0.587652353	1.015062275	0.687038239	0.744985462	0.505367091	0.828487237
1183969663	CTRL00368	-3.164045979	-2.581985492	-2.787053806	-2.905207759	-3.259345794	-2.640069217	-1.921616443	-1.911865864	-2.118477104
1183969652	CTRL00368	-3.21863695	-2.67354541	-3.098395658	-3.947769015	-2.833174912	-3.959338383	-2.285352839	-3.148617439	-4.864331892
1096711011	CTRL00908	-1.020902484	-1.256656285	-1.411520181	-0.842758068	-1.193390268	-1.270406971	-0.994657099	-1.073450226	-0.692115712
1096711417	CTRL00908	-3.661606363	-3.471250471	-4.01283989	-3.278990975	-4.286727954	-3.826005996	-2.858417376	-4.164137941	-3.951380554
1183222567	CTRL00687	-0.236242503	-0.267310482	-0.058007012	-1.721366347	-1.543604949	-1.985225146	-1.342539165	-1.291833674	-1.911574029
1183221840	CTRL00687	-0.318955228	-0.655955782	-0.304685457	-2.145094424	-1.663264431	-1.872821994	-1.09465224	-1.609887744	-1.308506012
1163724131	CTRL00007	-2.375913294	-1.722050086	-1.510028014	-2.026977338	-2.194351219	-2.641703658	-1.272166763	-1.228268765	-0.798340428
1163724138	CTRL00007	-0.883807863	-0.739786389	-1.434028293	-1.602106295	-1.755864185	-2.06327808	-1.55329744	-1.328735936	-1.444096418
988824252	CTRL00872	-1.436887584	-1.03085496	-0.722806996	-1.403778924	-1.126801827	-1.191288389	-1.081297107	-0.906952599	-1.228660585
988823949	CTRL00872	-0.303334838	-0.320964747	0.161097271	-0.270886452	-0.27021625	-0.212191894	-0.207027237	-0.165377053	-0.179358387
1148882130	CTRL00061	-1.130904904	-1.944154685	-1.16891578	-2.539727919	-2.094549925	-4.156630438	-2.096175107	-2.078818739	-2.650923642
1148882553	CTRL00061	-1.091619218	-1.557311288	-1.132674972	-3.201426667	-2.320074598	-1.42008439	-1.777929959	-1.973808464	-1.291216527
907165668	CTRL00837	-0.841617697	-1.172507897	-0.828815079	-2.851314056	-3.034853753	-2.906708635	-2.44452662	-2.361448629	-2.173830739
907165921	CTRL00837	-0.790923594	-0.85467979	-0.522654717	-2.385924778	-2.276163741	-2.0488911	-2.575105501	-2.214419336	-3.066347065
975603980	CTRL00302	0.423055808	0.055949647	0.26616663	-0.53161886	-0.349118928	-0.360765431	-0.340981433	-0.46720539	-0.311019288
975603847	CTRL00302	0.901409145	0.736972767	0.924465971	0.561270412	0.555960026	0.300155737	0.169569234	0.280718166	0.346752904
1053065595	CTRL00195	-2.575310359	-2.165711011	-2.351676243	-3.083729321	-2.73061719	-3.234916201	-1.689858496	-1.625697956	-2.453393311
1053065775	CTRL00195	-2.119719773	-1.536076544	-2.473580489	-2.863131711	-2.422704512	-2.624082451	-1.860108846	-1.772257362	-2.406645338
968340820	CTRL00029	-1.503795556	-2.218788108	-2.507657146	-2.717864354	-2.469712718	-3.17330547	-0.824132006	-1.500319513	-0.915422505
968340810	CTRL00029	-1.528365523	-0.931380373	-0.839346669	-1.698015916	-1.293882325	-1.74877553	-1.11122819	-1.112147977	-1.590074138
921866740	CTRL00781	0.253532438	0.383862862	0.286442518	0.077108478	0.129690691	0.033921656	1.07004031	0.666826942	0.69177028
921866986	CTRL00781	0.923166309	0.862818862	0.671156645	-0.458539702	-0.33892443	-0.577971164	0.79656476	0.556336183	-0.034088422
1069526884	CTRL00450	-0.403471173	-0.054926136	-0.352258533	-0.147735885	-0.313046559	-0.223568048	-1.604892904	-0.982200858	-0.42184144
1069526934	CTRL00450	-0.298551224	-0.557506616	-0.881370474	-0.454505645	-0.479581167	-0.408736117	-0.914507834	-1.329017572	-0.708420137
1162120922	CTRL00170	-0.268057153	-0.2161118	0.082715418	-0.304753404	-0.940361843	-0.969927172	-0.251467303	-0.553677487	-0.687300583
1162118202	CTRL00170	-0.468180458	-0.725120868	-0.550609103	-0.081278883	-0.544403353	-0.072431548	-0.47547219	-0.671528016	-0.693212514
1082006848	CTRL00885	-1.613649384	-1.579716256	-1.715868119	-1.432108546	-1.594035235	-2.072035875	-2.671896946	-1.21150516	-1.021761962
1082006228	CTRL00885	-1.22491907	-1.241398478	-1.738656557	-1.473886088	-1.754749869	-1.699944628	-2.382486769	-1.848477659	-1.792822419
1167289401	CTRL00343	-1.263857275	-1.927864587	-2.95061768	-3.356098201	-2.213791642	-1.32725978	-1.794408848	-2.18381128	-3.179592903
1167289405	CTRL00343	-0.32511995	-0.692977973	-0.450882846	-1.103378515	-1.300495811	-1.791235558	-1.433439605	-1.604610108	-2.301827898
1121202969	CTRL00354	-3.064966929	-2.300059837	-2.960212106	-1.892488084	-2.143719771	-4.055329073	-2.819668383	-2.301807791	-2.825267255
1121203742	CTRL00354	-1.76653615	-1.336158425	-1.566182965	-1.536063724	-1.732063252	-3.469710586	-0.798196062	-0.95174221	-0.953953585
1045021056	CTRL00873	-3.233230929	-3.251875441	-3.086355724	-3.020281572	-3.597289621	-2.515124641	-3.871293534	-3.579115842	-3.192396383
1045021063	CTRL00873	-2.025021486	-2.082968108	-1.671661039	-3.907482993	-3.01576068	-3.378685835	-3.451441456	-2.962475417	-2.754655833
935219839	CTRL00573	-2.781521408	-1.96005118	-1.838558402	-2.341691929	-2.213045713	-2.16478801	-2.399833481	-2.127797571	-2.279429632
935219853	CTRL00573	-1.581375479	-2.365584292	-1.695327714	-3.388723695	-3.060662478	-4.388729678	-3.123453602	-2.506367304	-2.983701142
1077666169	CTRL00447	-0.171766085	-0.188268468	-0.075187693	-2.123034516	-1.696978326	-1.957449271	-1.632986678	-1.165473168	-1.703959546
1077665643	CTRL00447	-3.087667253	-2.223979703	-2.121530629	-2.543767467	-3.273579378	-4.95522398	-2.976161416	-2.517579162	-3.158551539
1166702748	CTRL00324	-0.480389889	-0.745271737	-0.756827457	0	0	0	-0.078788053	-0.741734094	-0.608512804
1166703232	CTRL00324	-0.633794169	-0.515138442	-0.665479747	-0.096033446	-0.500141235	-0.502062102	-0.355748773	-0.703931983	-0.74049414
1005965443	CTRL00508	-0.709174701	-0.436994668	-0.0666401	-1.24881264	-1.28889286	-0.319942401	-0.475460055	-0.93267342	-0.525050098
