Gene1,Gene2,Scaffold,PILOT_100X_D14,PILOT_500X_D14,PILOT_PCR500X_D14
TAS2R46,TMPRSS11F,Modified7,0.8958430024856879,1.0491384908366603,1.1466142848728191
TAS2R50,POU3F4,Modified7,0.1299524454707089,0.29548858307985437,0.39577868950908174
TBCE,NONTARGETING,Modified7,0.04971247360745653,0.15345095463890399,0.4225810295790686
TCERG1,INTERGENIC,Modified7,0.24183396041243158,0.3450368936076369,0.5448932548514888
TCP10L2,ZCCHC13,Modified7,0.552386881055213,0.7594292549324386,0.8653442889732309
TFAP2D,C1orf146,Modified7,0.7269726020419429,0.6758938839243662,0.6110090962557291
TFIP11,NONTARGETING,Modified7,-0.9185162983564965,-1.2580839586925938,-0.953147289079525
TGIF2LY,KRTAP4-12,Modified7,1.0624996592765679,0.8080014503469957,0.6111640391110345
TIMM10,NONTARGETING,Modified7,-1.179328360968485,-1.0648924276620746,-1.4055687161598234
TMEM225,DAZL,Modified7,0.4678000467382658,0.45634871050631254,0.3400704678779786
TMPRSS11F,TAS2R46,Modified7,0.035245114875829375,0.6147487299885364,0.5328719793754113
TOMM40,NONTARGETING,Modified7,-0.23139903080721408,-0.7571416703248898,-0.7836685857553591
TPTE,TSHB,Modified7,0.0051070115622093015,0.15282290226920942,0.30339839134965774
TRIM43,DMRTC2,Modified7,0.24275058104918446,0.35728605640098055,0.2767668829152899
TRIM48,DEFB129,Modified7,0.34954740623179015,0.6530104410064854,0.6836588099123906
TRIM49,CACNG3,Modified7,0.243044458563195,0.2594244678876395,-0.06566705916206465
TSEN2,NONTARGETING,Modified7,0.6264224934921767,0.7908627681280371,0.26404461963658016
TSHB,TPTE,Modified7,-0.12951013310713694,0.06909272245697307,0.5633330020477415
TSPY1,ANTXRL,Modified7,0.26133934968227834,0.42548169987780265,0.5615511783834741
TUBA1B,NONTARGETING,Modified7,0.2467827464224162,0.20317417595347048,0.25856922481324246
TUBB,NONTARGETING,Modified7,-0.3691144491181121,-0.6657932906657851,-0.6456406823583447
TUBGCP2,NONTARGETING,Modified7,-1.3538969884641743,-1.4950575197377995,-1.6450373745407814
U2AF2,NONTARGETING,Modified7,-1.070828187105559,-1.7915669425948715,-1.70940021981091
UBA1,NONTARGETING,Modified7,-1.5291785247774892,-1.7741587913569303,-1.790271515956251
UBB,INTERGENIC,Modified7,0.5086016892660415,0.4700382239272576,0.5283269807371536
USP39,INTERGENIC,Modified7,-1.2207753740305671,-0.7848668984034373,-1.0163070365999227
VCP,NONTARGETING,Modified7,-1.7491044446644457,-1.7048157683725886,-2.577021503654884
WDR12,NONTARGETING,Modified7,-0.9946695844016495,-1.5330692780654682,-1.4504017374799623
WDR33,NONTARGETING,Modified7,-1.7990887232394472,-2.223156148047672,-2.6010266369168984
WFDC11,LIN28A,Modified7,0.08909642593764688,0.4172621130504321,0.5840996256833632
WFDC9,DCAF8L1,Modified7,0.3876264670468779,0.6054893629751924,0.7929027588219569
XAB2,NONTARGETING,Modified7,-0.40843479011054606,-0.2896959778417237,-0.08462214048176597
XKR7,IL36B,Modified7,0.550794055215795,0.5316580419889732,0.575932631371656
YY1,NONTARGETING,Modified7,-0.9584589145696012,-0.8574977728481337,-0.7742419692780897
ZC3H18,INTERGENIC,Modified7,0.5266380742904864,0.3735528196071793,0.42852431671362473
ZCCHC13,TCP10L2,Modified7,0.8566156589825494,0.9618053332985503,0.961015092131957
ZIM3,MRGPRD,Modified7,0.869457976792076,0.8405759459269225,0.7988181312521173
ZNF207,NONTARGETING,Modified7,-0.9512003235499191,-0.6928426504520195,-0.6540933372511128
